,text,created_date,latitude,longitude,retweet,polarity
164,"RT @nsitharamanfan: Smt @nsitharaman addresses a huge gathering at Kharagpur in Medinipur Lok Sabha constituency, West Bengal. Shri @DilipG…",2019-04-24 14:23:44,,,127,Positive
165,"@mani1972ias @vinaysreeni @_YogendraYadav TRUST? How?

Has EC given any clarification as to why all the EVM s myste… https://t.co/Ct6L3po2Gv",2019-04-24 14:23:44,,,0,Neutral
166,RT @JaiveerShergill: Campaign Trail begins off to Jodhpur-2019 is battle between Sacha Jawan-Kisan v/s BJP Baimaan https://t.co/dHCI5iz4l6,2019-04-24 14:23:43,,,338,Neutral
167,"RT @srivatsayb: ""BJP is denying vocal Dalit members like Udit Raj tickets because they just won’t fall in line""

This is absolutely true. B…",2019-04-24 14:23:41,,,37,Positive
168,"RT @DaaruBaazMehta: BREAKING

After @GautamGambhir , Now BJP's Ramesh Bidhuri's Nomination Papers also ON HOLD and NOT ACCEPTED By EC after…",2019-04-24 14:23:39,,,104,Neutral
169,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:23:38,,,48,Positive
170,"RT @bjparvind: Karnataka govt has arrested Mahesh Hegde

Vendetta politics of @hd_kumaraswamy's govt exposes their desperation of loosing e…",2019-04-24 14:23:37,,,138,Neutral
171,"RT @SachinPilot: If the support of the people of Sawai Madhopur is an indicator, the message is clear, the people of Rajasthan &amp; of India a…",2019-04-24 14:23:35,,,386,Positive
172,@SUDHAKARGAROOD @Maheshfeb29 @kishorrajput321 @ganeshplv Pan BJP lach vote kele asnar tu....,2019-04-24 14:23:34,,,0,Neutral
173,"RT @Ish_Bhandari: Even out of power, “Liberals “ are fascists. 

Minute anyone does anything involving BJP, all his life &amp; work comes under…",2019-04-24 14:23:33,,,333,Neutral
174,Vote against hate. Vote out Modi and BJP. https://t.co/LeyA2Oj0mx,2019-04-24 14:23:33,,,0,Highly Negative
175,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:23:31,,,132,Negative
176,@ivivek_nambiar Think what is the Thinking level of BJP Ministers. They still think we are fools,2019-04-24 14:23:31,,,0,Neutral
177,"@BJP4India @narendramodi @BJP4Bengal I can’t believe in such a small town , so may people came to have a glimpse of… https://t.co/SichjxtX2X",2019-04-24 14:23:31,,,0,Negative
178,RT @RealHistoryPic: Raj Thackeray invited the family on the stage whose image was used by BJP IT cell to show development of Modi. 😂😂😂😂😂😂😂😂…,2019-04-24 14:23:31,,,3212,Neutral
179,RT @akashbanerjee: .... basically the entire BJP election strategy for 2019. https://t.co/345d9SP5Qz,2019-04-24 14:23:30,,,926,Neutral
180,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:23:26,,,48,Positive
181,"RT @jawadtweets: So is this where people of Delhi coming to vote in Delhi?

And do you think after seeing this infrastructure they will sti…",2019-04-24 14:23:24,,,67,Neutral
182,RT @yadavakhilesh: EVMs across India malfunctioning or voting for the BJP. DMs say poll officials untrained to operate EVMs. 350+ being rep…,2019-04-24 14:23:23,,,3030,Neutral
183,"RT @ani_digital: BJP controlled EC removed SIT officer probing firing cases: Capt Amarinder Singh

Read @ANI Story| https://t.co/OTlOxVY2tF…",2019-04-24 14:23:22,,,10,Neutral
184,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:23:21,,,48,Positive
185,@goldensurya71 @GokulTalks But I think MH doesn’t have much competition. Who is strong there except SS and BJP,2019-04-24 14:23:21,,,0,Positive
186,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:23:21,,,4062,Negative
187,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:23:21,,,132,Negative
188,"RT @Ish_Bhandari: Even out of power, “Liberals “ are fascists. 

Minute anyone does anything involving BJP, all his life &amp; work comes under…",2019-04-24 14:23:20,,,333,Neutral
189,"RT @samandar_jadon: Congress President @RahulGandhi in Jabalpur, Madhya Pradesh says, ""Murder accused BJP President Amit Shah....waah! kya…",2019-04-24 14:23:20,,,9,Neutral
190,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:23:19,,,4062,Negative
191,RT @TimesNow: UPDATE: BJP clarifies saying there's no press conference scheduled for 26 April of PM @narendramodi https://t.co/x1VJvRyhDF,2019-04-24 14:23:18,,,45,Neutral
192,RT @pbhushan1: Watch:Charges of terror were framed against BJP's Pragya Thakur by court despite U-turn by Modi/Shah's NIA.Public prosecutor…,2019-04-24 14:23:18,,,1284,Neutral
193,BJP Tightening its grip on CONGRESS  😎 https://t.co/pEmNbJ4JXl,2019-04-24 14:23:18,,,0,Neutral
194,"While Digvijaya toured the constituency, met community leaders, even came up with vision document for Bhopal, BJP t… https://t.co/uvlHZ5R4wM",2019-04-24 14:23:17,,,1,Neutral
195,"Next time someone taunts you that BJP had an ISI agent amongst them, tell them ISI doesn't infiltrate their own org… https://t.co/cO6Q39uVVi",2019-04-24 14:23:14,,,0,Positive
196,"RT @Nehr_who: BJP candidates Speech:

RS katheria: Will cut fingers raised on us

Satpal Singh: Will chop off arms raised on Modi

Manoj Si…",2019-04-24 14:23:13,,,54,Neutral
197,"RT @madhukishwar: But all we see you do in effect is ""unite against BJP"" . It's convenient to issue pious statements against IS sitting afa…",2019-04-24 14:23:12,,,408,Neutral
198,@BJP4India Jai ho BJP,2019-04-24 14:23:12,,,0,Neutral
199,Such is the fear of TMC cadre that many district level BJP functionaries have made travel reservations for leaving… https://t.co/Cntkb02zjm,2019-04-24 14:23:11,,,1,Positive
200,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:23:11,,,193,Positive
201,"RT @DeshGujarat: Record break 64.11% turnout in Lok Sabha elections 2019 in Gujarat, highest ever in state, even more than 2014 'wave elect…",2019-04-24 14:23:10,,,32,Highly Positive
202,"RT @Nehr_who: BJP candidates Speech:

RS katheria: Will cut fingers raised on us

Satpal Singh: Will chop off arms raised on Modi

Manoj Si…",2019-04-24 14:23:09,,,54,Neutral
203,RT @Being_Humor: Anil Kapoor more openly supporting BJP after Javed Habib joined BJP https://t.co/lYwtNCxJVp,2019-04-24 14:23:09,,,108,Positive
204,"RT @ANI: #WATCH Congress President Rahul Gandhi in Jabalpur, Madhya Pradesh says, ""Murder accused BJP President Amit Shah....waah! kya shaa…",2019-04-24 14:23:07,,,1409,Neutral
205,RT @republic: #ShahSpeaksToArnab | Tweet your views and watch BJP party president @AmitShah's fiery interview with Arnab on @Republic_Bhara…,2019-04-24 14:23:07,,,6,Neutral
206,RT @chintan20: Kerala is such a place man !! Jaha par log Left and Congress ko select vote karte Hai election me and they think they have a…,2019-04-24 14:23:07,,,84,Neutral
207,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:23:05,,,48,Positive
208,"RT @CTRavi_BJP: If Nationalist @mvmeet can send shivers to CONgress and JD (S), one can only imagine what kind of nightmare PM Narendra Mod…",2019-04-24 14:23:05,,,168,Positive
209,"RT @saahilmenghani: THREAD 

@raghav_chadha  will challenge the EC official's decision to 'wrongfully' accept the nomination of BJP candida…",2019-04-24 14:23:03,,,4,Neutral
210,"RT @OpIndia_com: BJP fields another Dalit from North West Delhi, disgruntled leader who joined Congress calls BJP anti-Dalit

https://t.co/…",2019-04-24 14:23:03,,,38,Neutral
211,"RT @ANI: BJP MP candidate from Bhopal, Pragya Singh Thakur on NIA court rejecting plea to ban her from contesting LS poll: Congress has bee…",2019-04-24 14:23:02,,,177,Neutral
212,RT @kalyanchaubey: Can anybody imagine sitting in Delhi that BJP's rally can be so grand?: PM Shri @narendramodi in Ranaghat #BharatKaGarvM…,2019-04-24 14:23:02,,,74,Highly Positive
213,"RT @t_d_h_nair: Two doubts:
1. Why do EVMs malfunction where BJP is weaker?
2. Why all the malfunctioning EVMs register vote only for BJP?",2019-04-24 14:23:02,,,3307,Neutral
214,"RT @ShekharGupta: A Bengal village shows India how to do it...

‘A fine Ram temple built by Hindus, Muslims, Christians &amp; Sikhs is Bengal’s…",2019-04-24 14:22:59,,,101,Positive
215,"RT @BJP4India: The more problem Didi creates, the more people will vote for BJP. 

I'd like to tell the karyakartas of BJP that you're the…",2019-04-24 14:22:57,,,273,Highly Positive
216,RT @Being_Humor: Anil Kapoor more openly supporting BJP after Javed Habib joined BJP https://t.co/lYwtNCxJVp,2019-04-24 14:22:56,,,108,Positive
217,RT @AITCofficial: #BREAKING Cheats exposed. Desperate @BJP4Bengal tweets doctored @mamataofficial video. Why did you edit out next 2 words?…,2019-04-24 14:22:54,,,187,Negative
218,"RT @DeshGujarat: Record break 64.11% turnout in Lok Sabha elections 2019 in Gujarat, highest ever in state, even more than 2014 'wave elect…",2019-04-24 14:22:53,,,32,Highly Positive
219,"RT @OpIndia_com: Congress leader Ajay Singh calls BJP MP Riti Pathak “Maal”
https://t.co/vWTeEyscDU",2019-04-24 14:22:52,,,71,Neutral
220,"RT @samjawed65: The official twitter handle of BJP Bengal tweets a doctored video of Mamata Banerjee, doesn’t delete despite being called o…",2019-04-24 14:22:51,,,44,Neutral
221,"RT @IndiaToday: Maharashtra CM @Dev_Fadnavis hits out at Raj Thackeray. Listen in what he said.
(@sardesairajdeep )
Watch the full intervie…",2019-04-24 14:22:51,,,102,Positive
222,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:22:51,,,48,Positive
223,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:22:51,,,48,Positive
224,"RT @saahilmenghani: THREAD 

@raghav_chadha  will challenge the EC official's decision to 'wrongfully' accept the nomination of BJP candida…",2019-04-24 14:22:50,,,4,Neutral
225,"RT @waglenikhil: In 'election of shame' BJP gets 17 votes from EVM with 9 votes, embarrassed Election Commission changes 'entire set of EVM…",2019-04-24 14:22:49,,,701,Neutral
226,"RT @BhavikaKapoor5: Rapists supporter BJP

https://t.co/KqmNw4go3f",2019-04-24 14:22:49,,,10,Neutral
227,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:22:48,,,4062,Negative
228,"RT @KanchanGupta: This turnout for #ModiRally at Ranaghat in #WestBengal tells a story. Before 'Poriborton' (Change), TMC had coined the sl…",2019-04-24 14:22:46,,,455,Neutral
229,@divyadinkarnow @RifatJawaid No you are not right. No gain in west Bengal but BJP will suffer heavily in UP. It is a ground reality.,2019-04-24 14:22:46,,,0,Negative
230,RT @rvaidya2000: Crazy TN chnnls:In adjacent SL Islamist Jihadis bombed at killed 350 +ppl in Churches and hotels--These breaking India for…,2019-04-24 14:22:45,,,189,Negative
231,"RT @DeshGujarat: Record break 64.11% turnout in Lok Sabha elections 2019 in Gujarat, highest ever in state, even more than 2014 'wave elect…",2019-04-24 14:22:45,,,32,Highly Positive
232,"BJP's Chandra Kumar Bose accuses Kolkata Police of inaction; says, ""I would've been murdered, if my party workers w… https://t.co/MfpGnpacVF",2019-04-24 14:22:45,,,0,Neutral
233,RT @maryashakil: Sources in the BJP and Govt say that no press conference of the PM is planned in Varanasi. This press release isn’t correc…,2019-04-24 14:22:45,,,74,Neutral
234,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:22:43,,,48,Positive
235,RT @aapkaprithvi: Many people have not physically seen this huge improvement in Government Schools. Once they do see it no reason for them…,2019-04-24 14:22:42,,,169,Positive
236,"BJP, Shiv Sena are losing sleep over @RajThackeray though he's not contesting this election

https://t.co/RHtGUgtxoI",2019-04-24 14:22:39,,,1,Neutral
237,"RT @itsAdityaS: #RajThackeray just destroyed the lies of BJP IT wing, he invited a family on stage, their personal photo was misused by BJP…",2019-04-24 14:22:38,,,2099,Neutral
238,@indiantweeter Very difficult sir. Bjp +NDA will wind up maximum at 260-265.,2019-04-24 14:22:37,,,0,Highly Negative
239,RT @arungiri: Raj Thackeray brings an entire family on stage whose photos have been used by BJP to propagate their message of reducing pove…,2019-04-24 14:22:36,,,1200,Neutral
240,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:22:36,,,4062,Negative
241,"@Ahmed1Hilal @_YogendraYadav @RamaNewDelhi @shahid_siddiqui @ShekharGupta 1. BJP not the 1st,  2nd,  3rd or the nth… https://t.co/PAHNpvsO9O",2019-04-24 14:22:35,,,0,Neutral
242,RT @RealHistoryPic: It's hilarious how BJP IT Cell is targeting him even though he didn't mention which party's symbol was displayed by VVP…,2019-04-24 14:22:34,,,109,Highly Positive
243,"@UnitedI64472642 Saluti you can read it here: Thread by @Ajeeb_n_garib: ""Atishi Marlena is the candidate of AAP fro… https://t.co/AuoB43MXYM",2019-04-24 14:22:33,,,0,Neutral
244,RT @KyaUkhaadLega: Car is India and BJP is the driver. Congress is on the opposite side while Kanhaiyyas etc are the free-loading in the ba…,2019-04-24 14:22:29,,,978,Neutral
245,For the last 5 years BJP has done politics of only communal hatred. This time support a leader who believes in the… https://t.co/lXwYfPS0Rm,2019-04-24 14:22:29,,,0,Neutral
246,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:22:29,,,4062,Negative
247,Atishi Marlena is the candidate of AAP from East Delhi and she's fighting elections against Gautam Gambhir of BJP.… https://t.co/9Zvvd1rPUM,2019-04-24 14:22:28,,,0,Neutral
248,"@Sunil_Deodhar @narendramodi Support was always there, BJP could not cash in due to it's flip-flop policies with TM… https://t.co/AvQ5BZOd9G",2019-04-24 14:22:27,,,0,Negative
249,RT @arungiri: Bjp takes down the page containing the advertisement that Raj Thackeray referred in his speech yday. No doubt he s the best f…,2019-04-24 14:22:27,,,265,Positive
250,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:22:22,,,49,Positive
251,"RT @Madhurima_ML: #RajuYadav4Ara 
Defeat fascism, defeat BJP &amp; RSS. https://t.co/qPm7wnz4Mr",2019-04-24 14:22:22,,,4,Neutral
252,#Election2019 |Tune in as @Parikshitl speaks to Jaipur rural's Congress candidate Krishna Poonia about her oppositi… https://t.co/3j2Shsh6uF,2019-04-24 14:22:22,,,0,Neutral
253,"RT @vschanna: P.S.Reddy's predictions contd..

Son's of Kamal Nath and Ghelot to lose.

JDU to lose most of it's seats.

Both ADMK &amp; DMK fr…",2019-04-24 14:22:22,,,8,Highly Positive
254,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:22:21,,,49,Positive
255,"@Atheist_Krishna @akshaykumar Criticism of our PM interview given to Akshay kumar,Today all people of India are tha… https://t.co/tOv57u5YHg",2019-04-24 14:22:20,,,0,Neutral
256,"RT @BJP4India: The more problem Didi creates, the more people will vote for BJP. 

I'd like to tell the karyakartas of BJP that you're the…",2019-04-24 14:22:20,,,273,Highly Positive
257,"It’s time for ‘ghar wapsi’: BJP, Congress rebels return to fold - Times of India https://t.co/4dnMCnwBBG #Shimla #News",2019-04-24 14:22:20,,,1,Neutral
258,"RT @vschanna: One astrologer P.S.Reddy's predictions received on WhatsApp.

Modi/BJP to get 363
Cong to get less than 55

RahulG to lose fr…",2019-04-24 14:22:19,,,36,Negative
259,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:22:18,,,49,Positive
260,RT @SantoshSahar: For the last 5 years BJP has done politics of only communal hatred. This time support a leader who believes in the consti…,2019-04-24 14:22:15,,,3,Neutral
261,"RT @madhukishwar: But all we see you do in effect is ""unite against BJP"" . It's convenient to issue pious statements against IS sitting afa…",2019-04-24 14:22:15,,,408,Neutral
262,"RT @ManoMLA: In order to influence the Voters at a larger level, Mathura - UP, BJP candidate Hema Malini's @dreamgirlhema commercial advt o…",2019-04-24 14:22:14,,,1,Neutral
263,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:22:12,,,133,Negative
264,"RT @nc24x7: Moradabad: BJP Workers Thrash EC Officer on Voting Day (Video)

In a video shared online, the workers are seen beating up the p…",2019-04-24 14:22:11,,,25,Neutral
265,RT @JantaKaReporter: BJP's IT Cell head Amit Malviya caught spreading doctored video after facing humiliation by Yogendra Yadav in LIVE TV…,2019-04-24 14:22:10,,,315,Positive
266,"@thatsTamil Ambani ku jolly dhan, after election bjp vantha petrol price yehirum.. don't vote bjp alliance.",2019-04-24 14:22:09,,,0,Neutral
267,"RT @cpimlliberation: Vote Out BJP's Agenda Of Hate 
Lock, Stock, And Barrel!
Vote for Jobs, Education, Healthcare For All! 
Vote for Wealth…",2019-04-24 14:22:08,,,21,Highly Negative
268,"THREAD 

@raghav_chadha  will challenge the EC official's decision to 'wrongfully' accept the nomination of BJP can… https://t.co/nIlH8MotKe",2019-04-24 14:22:07,,,4,Neutral
269,RT @free_thinker: BJP has denied reports that the PM has suddenly summoned the courage to address a Press Conference. https://t.co/diq5imQU…,2019-04-24 14:22:06,,,178,Neutral
270,"RT @itsAdityaS: #RajThackeray just destroyed the lies of BJP IT wing, he invited a family on stage, their personal photo was misused by BJP…",2019-04-24 14:22:06,,,2099,Neutral
271,"RT @vschanna: One astrologer P.S.Reddy's predictions received on WhatsApp.

Modi/BJP to get 363
Cong to get less than 55

RahulG to lose fr…",2019-04-24 14:22:06,,,36,Negative
272,"Fake News Factory and Fake degree are the only two important criteria's to become a ""BJP Certified Nationalist"".… https://t.co/oyEG1Q1vIb",2019-04-24 14:22:04,,,0,Negative
273,"#EiSamay#Kolkata, ECI show cause West Bengal MOS Ratna Ghosh &amp; Nadia north BJP president for use loss talk in campaign.",2019-04-24 14:22:02,,,0,Neutral
274,@ajaishukla @anureshmp @narendramodi @BJP4India Feeling bad for BJP's Ananth Kumar &amp; Manohar Parrikars family!!!,2019-04-24 14:21:59,,,0,Highly Negative
275,RT @ANI: Returning Officer accepts BJP candidate Gautam Gambhir's nomination for the East Delhi parliamentary constituency. AAP and Congres…,2019-04-24 14:21:59,,,187,Neutral
276,"RT @PUNITKUMARSEN1: @cpimlliberation Vote Out BJP's Agenda Of Hate 
Lock, Stock, And Barrel!
Vote for Jobs, Education, Healthcare For All!…",2019-04-24 14:21:57,,,2,Highly Negative
277,@followaanchal @MaheishGirri @GautamGambhir @narendramodi Yes such a grace!! No bitterness that is what makes BJP s… https://t.co/1yKP3ZpLbB,2019-04-24 14:21:56,,,0,Neutral
278,"RT @IndianExpress: Himachal BJP chief Satpal Satti again: Will chop off hands of those who raise a finger at PM Modi

https://t.co/Btfhun5B…",2019-04-24 14:21:56,,,14,Neutral
279,RT @aapkaprithvi: Many people have not physically seen this huge improvement in Government Schools. Once they do see it no reason for them…,2019-04-24 14:21:56,,,169,Positive
280,"RT @ShekharGupta: C-Voter poll predicts 220 for BJP now  against 282 in 2014...

BJP will be 80-100 seats shorter of its 2014 mark, the bra…",2019-04-24 14:21:54,,,566,Neutral
281,"No end to political violence in Bengal. A day after 3 were killed, PM Modi lashes out at Mamata, accuses her of unl… https://t.co/lBeejkhKcm",2019-04-24 14:21:54,,,0,Negative
282,"@LeenaMistrynjcp @DilliDurAst @LangaMahesh With RaGa heading @INCIndia we don't have option. Hence, we are in BJP.… https://t.co/edqXeKicir",2019-04-24 14:21:54,,,0,Neutral
283,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:21:54,,,193,Positive
284,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:21:54,,,50,Positive
285,"BJP is fully committed to 125 crore citizens of India, dalits included. https://t.co/0M1yE4a9Cc",2019-04-24 14:21:50,,,0,Neutral
286,RT @digvijaya_28: The nation is united against the dishonouring of a well respected Martyr by BJP! The anger is palpable and people are una…,2019-04-24 14:21:50,,,478,Negative
287,"RT @Memeghnad: Raj Thackarey seems to have turned into the physical manifestation of @AltNews.

Fact-checking BJP Live. On stage.
Designed…",2019-04-24 14:21:49,,,683,Positive
288,A first: BJP to contest more seats than Congress https://t.co/cxbtkJSCzB via @timesofindia,2019-04-24 14:21:49,,,0,Positive
289,"RT @amarspks: TMC worker brandished a gun to 'save democracy’. Why’s RW outraging over the matter? Don’t they know, rules to maintain L&amp;O i…",2019-04-24 14:21:48,,,2,Neutral
290,RT @virsanghvi: My piece:At a personal level I feel sorry for LK Advani but never forget that without Advani there would be no Modi. It was…,2019-04-24 14:21:48,,,163,Negative
291,RT @aapkaprithvi: Many people have not physically seen this huge improvement in Government Schools. Once they do see it no reason for them…,2019-04-24 14:21:48,,,169,Positive
292,@Brewkenstein @Ace_Of_Pace Yes he 'was' bjp person,2019-04-24 14:21:47,,,0,Neutral
293,RT @Dev_Fadnavis: At #VijaySankalpSabha in Satana for BJP Candidate @DrSubhashMoS for Dhule  #BharatKaGarvModi https://t.co/4qp2Cka9F4,2019-04-24 14:21:46,,,170,Neutral
294,RT @Ash_Rokzz23: The traditional calculations will not work in constituencies like Budaun. A turn around that nobody will tell. NYOBC coali…,2019-04-24 14:21:45,,,11,Neutral
295,"RT @Memeghnad: Raj Thackarey seems to have turned into the physical manifestation of @AltNews.

Fact-checking BJP Live. On stage.
Designed…",2019-04-24 14:21:42,,,683,Positive
296,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:21:41,,,50,Positive
297,RT @ranvijay_cpiml: Raju yadav a young leader speaks on issues. Issues of young India. Whereas BJP has based elections on person and no age…,2019-04-24 14:21:41,,,1,Positive
298,RT @anildharker: Re-enforcing that There Is No Alternative to PM Modi is part of BJP’s campaign strategy | The Indian Express https://t.co/…,2019-04-24 14:21:39,,,51,Neutral
299,"Free &amp; Equitable Healthcare is the Right of every citizen.

Let's fight to get rid of policies of privatization, to… https://t.co/ZHoU3fBd6M",2019-04-24 14:21:38,,,0,Positive
300,RT @narendramodi: TMC bullying isn't going to stop BJP! West Bengal has decided to vote BJP...watch from Asansol. https://t.co/kymSxt5oLd,2019-04-24 14:21:37,,,6222,Neutral
301,"RT @narendramodi: The campaign takes me to parts of Jharkhand and West Bengal. 

Will speak at a rally in Lohardaga.

Will then address ral…",2019-04-24 14:21:37,,,3350,Neutral
302,"RT @bjparvind: Karnataka govt has arrested Mahesh Hegde

Vendetta politics of @hd_kumaraswamy's govt exposes their desperation of loosing e…",2019-04-24 14:21:35,,,138,Neutral
303,@MaheishGirri @TajinderBagga @GautamGambhir @narendramodi This is the fragrance of BJP:),2019-04-24 14:21:34,,,0,Highly Positive
304,"RT @KirtiVaib: @narendramodi double standards of @BJP4India 
unreliable Modi Government
#youthagainstmodi
#csatvictims #compensatoryAttempt…",2019-04-24 14:21:34,,,14,Neutral
305,RT @BhaavnaArora: Are the liberals going to boycott haircuts now that Jawed Habib has joined BJP?,2019-04-24 14:21:31,,,1293,Neutral
306,"RT @htTweets: BJP candidate Pragya Singh Thakur files nomination from Bhopal Lok Sabha constituency

(News agency ANI) 

#LokSabhaElections…",2019-04-24 14:21:30,,,4,Neutral
307,"RT @Ish_Bhandari: Even out of power, “Liberals “ are fascists. 

Minute anyone does anything involving BJP, all his life &amp; work comes under…",2019-04-24 14:21:29,,,333,Neutral
308,"@TypoMantri @coolfrnds4u @ArannyoSen @DearthOfSid Given a suitable deal , she will jump to side with BJP .",2019-04-24 14:21:25,,,0,Highly Positive
309,RT @Anilsharma_dir: 56 inch ka Seena toh tha ab 62 inch ka bhi aa gaya .. congratulations my favourite @iamsunnydeol for joining #BJP https…,2019-04-24 14:21:23,,,79,Neutral
310,"RT @vschanna: One astrologer P.S.Reddy's predictions received on WhatsApp.

Modi/BJP to get 363
Cong to get less than 55

RahulG to lose fr…",2019-04-24 14:21:23,,,36,Negative
311,"RT @srivatsayb: ""BJP is denying vocal Dalit members like Udit Raj tickets because they just won’t fall in line""

This is absolutely true. B…",2019-04-24 14:21:22,,,37,Positive
312,RT @advmonikaarora: Amethi has 5 assembly constituencies out of which Congress lost all. BJP won 4 assembly seats and SP won 1 MLA seat. Wi…,2019-04-24 14:21:22,,,67,Neutral
313,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:21:21,,,193,Positive
314,"@pra117 @abhijitmajumder Of course they will. No doubt about it.

But don't you think if it is a BJP rally then you… https://t.co/2Yt6oC6i8p",2019-04-24 14:21:19,,,0,Neutral
315,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:21:19,,,4062,Negative
316,"#IndiaElections2019 

BJP for sure",2019-04-24 14:21:18,,,0,Highly Positive
317,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:21:16,,,50,Positive
318,RT @RealHistoryPic: Raj Thackeray invited the family on the stage whose image was used by BJP IT cell to show development of Modi. 😂😂😂😂😂😂😂😂…,2019-04-24 14:21:15,,,3212,Neutral
319,"@LambaAlka Criticism of our PM interview given to Akshay kumar,Today all people of India are thankful to Congress p… https://t.co/yqjblgNK5W",2019-04-24 14:21:15,,,0,Neutral
320,RT @vschanna: Glad Udit Raj is denied a renomination as BJP candidate from NW-Delhi seat. ThIs ungrateful opportunist is also a prime leade…,2019-04-24 14:21:14,,,80,Highly Positive
321,@RoflSinha BJP haregi is bar,2019-04-24 14:21:14,,,0,Neutral
322,"RT @bjparvind: Karnataka govt has arrested Mahesh Hegde

Vendetta politics of @hd_kumaraswamy's govt exposes their desperation of loosing e…",2019-04-24 14:21:13,,,138,Neutral
323,RT @yadavakhilesh: EVMs across India malfunctioning or voting for the BJP. DMs say poll officials untrained to operate EVMs. 350+ being rep…,2019-04-24 14:21:13,,,3030,Neutral
324,"@Payal_Rohatgi You are the best. Please provide regular content like Dhruv Raathi, who continuously  vomits poison… https://t.co/Nz72ucDI1F",2019-04-24 14:21:12,,,0,Highly Positive
325,"RT @Nehr_who: BJP candidates Speech:

RS katheria: Will cut fingers raised on us

Satpal Singh: Will chop off arms raised on Modi

Manoj Si…",2019-04-24 14:21:11,,,54,Neutral
326,"@rahulkanwal here a cow thete a cow
It's cows or BJP everywhere @Sadhvi_PragyaS
Lok Sabha Elections 2019: ‘BJP comm… https://t.co/0ybWloNE7i",2019-04-24 14:21:09,,,0,Negative
327,"No water for farming.
Farming has become a loss making job.

While Mallya and Nirav Modi fled away with crores of r… https://t.co/ifHXspHpeI",2019-04-24 14:21:06,,,0,Neutral
328,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:21:06,,,50,Positive
